"","V1","match_id","year","slam","match_num","player1","player2","status","winner","event_name","round","court_name","court_id","player1id","player2id","nation1","nation2","player1_rank","player2_rank","pServeP1","pReceiveP1","pServeP2","pReceiveP2"
"2670",91,"2014-wimbledon-1228",2014,"wimbledon",1228,"Denis Kudla","Kei Nishikori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,12,0.452380952380952,0.319444444444444,0.680555555555556,0.547619047619048
"2671",92,"2014-wimbledon-1229",2014,"wimbledon",1229,"Richard Gasquet","Nick Kyrgios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,145,0.691891891891892,0.341232227488152,0.658767772511848,0.308108108108108
"2672",93,"2014-wimbledon-1230",2014,"wimbledon",1230,"Jiri Vesely","Gael Monfils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,21,0.72189349112426,0.292682926829268,0.707317073170732,0.27810650887574
"2673",94,"2014-wimbledon-1231",2014,"wimbledon",1231,"Frank Dancevic","Mikhail Kukushkin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,58,0.550561797752809,0.236111111111111,0.763888888888889,0.449438202247191
"2674",95,"2014-wimbledon-1232",2014,"wimbledon",1232,"Lukas Rosol","Rafael Nadal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,0.67479674796748,0.276422764227642,0.723577235772358,0.32520325203252
"2675",96,"2014-wimbledon-1301",2014,"wimbledon",1301,"Novak Djokovic","Gilles Simon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,36,0.6375,0.475728155339806,0.524271844660194,0.3625
"2676",97,"2014-wimbledon-1302",2014,"wimbledon",1302,"Jimmy Wang","Jo-Wilfried Tsonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531914893617021,0.233766233766234,0.766233766233766,0.468085106382979
"2677",98,"2014-wimbledon-1303",2014,"wimbledon",1303,"Sergiy Stakhovsky","Jeremy Chardy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,43,0.601941747572815,0.298387096774194,0.701612903225806,0.398058252427185
"2678",99,"2014-wimbledon-1304",2014,"wimbledon",1304,"Marin Cilic","Tomas Berdych",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,6,0.675,0.398550724637681,0.601449275362319,0.325
"2679",100,"2014-wimbledon-1305",2014,"wimbledon",1305,"Andy Murray","Roberto Bautista Agut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,28,0.698412698412698,0.545454545454545,0.454545454545455,0.301587301587302
"2680",101,"2014-wimbledon-1306",2014,"wimbledon",1306,"Kevin Anderson","Fabio Fognini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,0.696,0.375,0.625,0.304
"2681",102,"2014-wimbledon-1307",2014,"wimbledon",1307,"Grigor Dimitrov","Alexandr Dolgopolov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,19,0.690647482014389,0.359477124183007,0.640522875816993,0.309352517985611
"2682",103,"2014-wimbledon-1308",2014,"wimbledon",1308,"Leonardo Mayer","Andrey Kuznetsov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,114,0.733333333333333,0.348314606741573,0.651685393258427,0.266666666666667
"2683",104,"2014-wimbledon-1309",2014,"wimbledon",1309,"Stan Wawrinka","Denis Istomin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791666666666667,0.384615384615385,0.615384615384615,0.208333333333333
"2684",105,"2014-wimbledon-1310",2014,"wimbledon",1310,"Feliciano Lopez","John Isner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,11,0.804195804195804,0.270967741935484,0.729032258064516,0.195804195804196
"2685",106,"2014-wimbledon-1311",2014,"wimbledon",1311,"Jerzy Janowicz","Tommy Robredo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,22,0.63030303030303,0.265734265734266,0.734265734265734,0.36969696969697
"2686",107,"2014-wimbledon-1312",2014,"wimbledon",1312,"Santiago Giraldo","Roger Federer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4,0.529411764705882,0.26027397260274,0.73972602739726,0.470588235294118
"2687",108,"2014-wimbledon-1313",2014,"wimbledon",1313,"Milos Raonic","Lukasz Kubot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,71,0.891566265060241,0.274725274725275,0.725274725274725,0.108433734939759
"2688",109,"2014-wimbledon-1314",2014,"wimbledon",1314,"Simone Bolelli","Kei Nishikori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,12,0.719178082191781,0.285714285714286,0.714285714285714,0.280821917808219
"2689",110,"2014-wimbledon-1315",2014,"wimbledon",1315,"Nick Kyrgios","Jiri Vesely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,66,0.726415094339623,0.339622641509434,0.660377358490566,0.273584905660377
"2690",111,"2014-wimbledon-1316",2014,"wimbledon",1316,"Mikhail Kukushkin","Rafael Nadal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,1,0.525925925925926,0.225806451612903,0.774193548387097,0.474074074074074
"2691",112,"2014-wimbledon-1401",2014,"wimbledon",1401,"Novak Djokovic","Jo-Wilfried Tsonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.770833333333333,0.280898876404494,0.719101123595506,0.229166666666667
"2692",113,"2014-wimbledon-1402",2014,"wimbledon",1402,"Jeremy Chardy","Marin Cilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,29,0.654545454545455,0.277777777777778,0.722222222222222,0.345454545454545
"2693",114,"2014-wimbledon-1403",2014,"wimbledon",1403,"Andy Murray","Kevin Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,18,0.709677419354839,0.408,0.592,0.290322580645161
"2694",115,"2014-wimbledon-1404",2014,"wimbledon",1404,"Grigor Dimitrov","Leonardo Mayer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,64,0.731958762886598,0.387755102040816,0.612244897959184,0.268041237113402
"2695",116,"2014-wimbledon-1405",2014,"wimbledon",1405,"Stan Wawrinka","Feliciano Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852631578947368,0.257425742574257,0.742574257425743,0.147368421052632
"2696",117,"2014-wimbledon-1406",2014,"wimbledon",1406,"Tommy Robredo","Roger Federer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,0.563218390804598,0.186666666666667,0.813333333333333,0.436781609195402
"2697",118,"2014-wimbledon-1407",2014,"wimbledon",1407,"Milos Raonic","Kei Nishikori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,0.763157894736842,0.336283185840708,0.663716814159292,0.236842105263158
"2698",119,"2014-wimbledon-1408",2014,"wimbledon",1408,"Nick Kyrgios","Rafael Nadal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,1,0.736111111111111,0.277372262773723,0.722627737226277,0.263888888888889
"2699",120,"2014-wimbledon-1501",2014,"wimbledon",1501,"Novak Djokovic","Marin Cilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,0.689393939393939,0.4375,0.5625,0.310606060606061
"2700",121,"2014-wimbledon-1502",2014,"wimbledon",1502,"Andy Murray","Grigor Dimitrov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,0.560975609756098,0.296703296703297,0.703296703296703,0.439024390243902
"2701",122,"2014-wimbledon-1503",2014,"wimbledon",1503,"Stan Wawrinka","Roger Federer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.709677419354839,0.243697478991597,0.756302521008403,0.290322580645161
"2702",123,"2014-wimbledon-1504",2014,"wimbledon",1504,"Milos Raonic","Nick Kyrgios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,145,0.81981981981982,0.368055555555556,0.631944444444444,0.18018018018018
"2703",124,"2014-wimbledon-1601",2014,"wimbledon",1601,"Novak Djokovic","Grigor Dimitrov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,0.675862068965517,0.320610687022901,0.679389312977099,0.324137931034483
"2704",125,"2014-wimbledon-1602",2014,"wimbledon",1602,"Roger Federer","Milos Raonic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,0.7625,0.333333333333333,0.666666666666667,0.2375
"2705",126,"2014-wimbledon-1701",2014,"wimbledon",1701,"Novak Djokovic","Roger Federer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0.701149425287356,0.333333333333333,0.666666666666667,0.298850574712644
"2706",127,"2014-wimbledon-2101",2014,"wimbledon",2101,"Serena Williams","Anna Tatishvili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,114,0.722222222222222,0.511111111111111,0.488888888888889,0.277777777777778
"2707",128,"2014-wimbledon-2102",2014,"wimbledon",2102,"Chanelle Scheepers","Christina McHale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62962962962963,0.490909090909091,0.509090909090909,0.37037037037037
"2708",129,"2014-wimbledon-2103",2014,"wimbledon",2103,"Jovana Jaksic","Petra Cetkovska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,61,0.530120481927711,0.406593406593407,0.593406593406593,0.469879518072289
"2709",130,"2014-wimbledon-2104",2014,"wimbledon",2104,"A.Schmiedlova","Alize Cornet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545454545454545,0.370786516853933,0.629213483146067,0.454545454545455
"2710",131,"2014-wimbledon-2105",2014,"wimbledon",2105,"Andrea Petkovic","Katarzyna Piter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,103,0.673469387755102,0.545454545454545,0.454545454545455,0.326530612244898
"2711",132,"2014-wimbledon-2106",2014,"wimbledon",2106,"Irina-Camelia Begu","Virginie Razzano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549019607843137,0.407766990291262,0.592233009708738,0.450980392156863
"2712",133,"2014-wimbledon-2107",2014,"wimbledon",2107,"Silvia Soler-Espinosa","Olga Govortsova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563636363636364,0.560606060606061,0.439393939393939,0.436363636363636
"2713",134,"2014-wimbledon-2108",2014,"wimbledon",2108,"Daniela Hantuchova","Eugenie Bouchard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,13,0.529411764705882,0.413333333333333,0.586666666666667,0.470588235294118
"2714",135,"2014-wimbledon-2109",2014,"wimbledon",2109,"Angelique Kerber","Urszula Radwanska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,92,0.519230769230769,0.680851063829787,0.319148936170213,0.480769230769231
"2715",136,"2014-wimbledon-2110",2014,"wimbledon",2110,"Heather Watson","Ajla Tomljanovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,52,0.7,0.380952380952381,0.619047619047619,0.3
"2716",137,"2014-wimbledon-2111",2014,"wimbledon",2111,"Petra Martic","Lourdes Dominguez Lino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,132,0.303030303030303,0.297872340425532,0.702127659574468,0.696969696969697
"2717",138,"2014-wimbledon-2112",2014,"wimbledon",2112,"Tamira Paszek","Kirsten Flipkens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,24,0.546296296296296,0.393939393939394,0.606060606060606,0.453703703703704
"2718",139,"2014-wimbledon-2113",2014,"wimbledon",2113,"A.Pavlyuchenkova","Alison Riske",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602150537634409,0.347368421052632,0.652631578947368,0.397849462365591
"2719",140,"2014-wimbledon-2114",2014,"wimbledon",2114,"Alexandra Cadantu","Camila Giorgi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,42,0.553846153846154,0.323943661971831,0.676056338028169,0.446153846153846
"2720",141,"2014-wimbledon-2115",2014,"wimbledon",2115,"Timea Bacsinszky","Sharon Fichman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,85,NA,NA,NA,NA
"2721",142,"2014-wimbledon-2116",2014,"wimbledon",2116,"Samantha Murray","Maria Sharapova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,5,0.333333333333333,0.339622641509434,0.660377358490566,0.666666666666667
"2722",143,"2014-wimbledon-2117",2014,"wimbledon",2117,"Simona Halep","Teliana Pereira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,91,0.790697674418605,0.5,0.5,0.209302325581395
"2723",144,"2014-wimbledon-2118",2014,"wimbledon",2118,"Dinah Pfizenmaier","Lesia Tsurenko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,144,0.450980392156863,0.234042553191489,0.765957446808511,0.549019607843137
"2724",145,"2014-wimbledon-2119",2014,"wimbledon",2119,"Belinda Bencic","Magdalena Rybarikova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,39,0.594594594594595,0.428571428571429,0.571428571428571,0.405405405405405
"2725",146,"2014-wimbledon-2120",2014,"wimbledon",2120,"Victoria Duval","Sorana Cirstea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,29,0.681818181818182,0.368421052631579,0.631578947368421,0.318181818181818
"2726",147,"2014-wimbledon-2121",2014,"wimbledon",2121,"Roberta Vinci","Donna Vekic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,89,0.629213483146067,0.378947368421053,0.621052631578947,0.370786516853933
"2727",148,"2014-wimbledon-2122",2014,"wimbledon",2122,"Vera Zvonareva","Tara Moore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,245,0.547008547008547,0.459016393442623,0.540983606557377,0.452991452991453
"2728",149,"2014-wimbledon-2123",2014,"wimbledon",2123,"Zarina Diyas","Kristina Mladenovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,107,0.588235294117647,0.474747474747475,0.525252525252525,0.411764705882353
"2729",150,"2014-wimbledon-2124",2014,"wimbledon",2124,"Shuai Zhang","Carla Suarez Navarro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,15,0.487179487179487,0.234042553191489,0.765957446808511,0.512820512820513
"2730",151,"2014-wimbledon-2125",2014,"wimbledon",2125,"Ana Ivanovic","Francesca Schiavone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,77,0.696969696969697,0.405405405405405,0.594594594594595,0.303030303030303
"2731",152,"2014-wimbledon-2126",2014,"wimbledon",2126,"Annika Beck","Jie Zheng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,90,0.444444444444444,0.410714285714286,0.589285714285714,0.555555555555556
"2732",153,"2014-wimbledon-2127",2014,"wimbledon",2127,"Karolina Pliskova","Karin Knapp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,48,0.669491525423729,0.380597014925373,0.619402985074627,0.330508474576271
"2733",154,"2014-wimbledon-2128",2014,"wimbledon",2128,"Julia Glushko","Sabine Lisicki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,19,0.430769230769231,0.333333333333333,0.666666666666667,0.569230769230769
"2734",155,"2014-wimbledon-2129",2014,"wimbledon",2129,"Klara Koukalova","Taylor Townsend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,148,0.633802816901408,0.471428571428571,0.528571428571429,0.366197183098592
"2735",156,"2014-wimbledon-2130",2014,"wimbledon",2130,"Madison Keys","Monica Puig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,51,0.76,0.444444444444444,0.555555555555556,0.24
"2736",157,"2014-wimbledon-2131",2014,"wimbledon",2131,"Kristyna Pliskova","Yaroslava Shvedova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,67,0.652631578947368,0.394230769230769,0.605769230769231,0.347368421052632
"2737",158,"2014-wimbledon-2132",2014,"wimbledon",2132,"Kaia Kanepi","Jelena Jankovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,7,0.676923076923077,0.44,0.56,0.323076923076923
"2738",159,"2014-wimbledon-2133",2014,"wimbledon",2133,"Victoria Azarenka","Mirjana Lucic-Baroni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.620689655172414,0.518518518518519,0.481481481481481,0.379310344827586
"2739",160,"2014-wimbledon-2134",2014,"wimbledon",2134,"Johanna Larsson","Bojana Jovanovski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,45,0.481481481481481,0.315789473684211,0.684210526315789,0.518518518518519
"2740",161,"2014-wimbledon-2135",2014,"wimbledon",2135,"Tereza Smitkova","Su-Wei Hsieh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667,0.375,0.625,0.283333333333333
"2741",162,"2014-wimbledon-2136",2014,"wimbledon",2136,"Coco Vandeweghe","Garbine Muguruza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,27,0.638888888888889,0.395522388059702,0.604477611940298,0.361111111111111
"2742",163,"2014-wimbledon-2137",2014,"wimbledon",2137,"Lucie Safarova","Julia Goerges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,101,0.675675675675676,0.421686746987952,0.578313253012048,0.324324324324324
"2743",164,"2014-wimbledon-2138",2014,"wimbledon",2138,"Polona Hercog","Paula Ormaechea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,96,0.654545454545455,0.441558441558442,0.558441558441558,0.345454545454545
"2744",165,"2014-wimbledon-2139",2014,"wimbledon",2139,"Monica Niculescu","Alison Van Uytvanck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,93,0.56140350877193,0.376811594202899,0.623188405797101,0.43859649122807
"2745",166,"2014-wimbledon-2140",2014,"wimbledon",2140,"Aleksandra Wozniak","Dominika Cibulkova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,10,0.48,0.306122448979592,0.693877551020408,0.52
"2746",167,"2014-wimbledon-2141",2014,"wimbledon",2141,"Sara Errani","Caroline Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,46,0.558620689655172,0.426086956521739,0.573913043478261,0.441379310344828
"2747",168,"2014-wimbledon-2142",2014,"wimbledon",2142,"Tsvetana Pironkova","Varvara Lepchenko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,57,0.585858585858586,0.311827956989247,0.688172043010753,0.414141414141414
"2748",169,"2014-wimbledon-2143",2014,"wimbledon",2143,"Misaki Doi","Elina Svitolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,34,0.620689655172414,0.546875,0.453125,0.379310344827586
"2749",170,"2014-wimbledon-2144",2014,"wimbledon",2144,"Kimiko Date-Krumm","Ekaterina Makarova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546296296296296,0.464912280701754,0.535087719298246,0.453703703703704
"2750",171,"2014-wimbledon-2145",2014,"wimbledon",2145,"Svetlana Kuznetsova","M.Larcher De Brito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492957746478873,0.438775510204082,0.561224489795918,0.507042253521127
"2751",172,"2014-wimbledon-2146",2014,"wimbledon",2146,"Stefanie Voegele","Jarmila Gajdosova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,177,0.6,0.364705882352941,0.635294117647059,0.4
"2752",173,"2014-wimbledon-2147",2014,"wimbledon",2147,"Anett Kontaveit","Casey Dellacqua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,36,0.568807339449541,0.408695652173913,0.591304347826087,0.431192660550459
"2753",174,"2014-wimbledon-2148",2014,"wimbledon",2148,"Andreea Mitu","Agnieszka Radwanska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.214285714285714,0.785714285714286,0.5
"2754",175,"2014-wimbledon-2149",2014,"wimbledon",2149,"Petra Kvitova","Andrea Hlavackova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,117,0.672413793103448,0.5,0.5,0.327586206896552
"2755",176,"2014-wimbledon-2150",2014,"wimbledon",2150,"Mona Barthel","Romina Oprandi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,183,0.634615384615385,0.555555555555556,0.444444444444444,0.365384615384615
"2756",177,"2014-wimbledon-2151",2014,"wimbledon",2151,"Kurumi Nara","Anna-Lena Friedsam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589041095890411,0.447761194029851,0.552238805970149,0.410958904109589
"2757",178,"2014-wimbledon-2152",2014,"wimbledon",2152,"M.Torro-Flor","Venus Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.197183098591549,0.802816901408451,0.4
"2758",179,"2014-wimbledon-2153",2014,"wimbledon",2153,"Sloane Stephens","Maria Kirilenko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,87,0.581395348837209,0.292307692307692,0.707692307692308,0.418604651162791
"2759",180,"2014-wimbledon-2154",2014,"wimbledon",2154,"Johanna Konta","Shuai Peng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,60,0.53448275862069,0.414634146341463,0.585365853658537,0.46551724137931
"2760",181,"2014-wimbledon-2155",2014,"wimbledon",2155,"Lauren Davis","Alisa Kleybanova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,83,0.720930232558139,0.648648648648649,0.351351351351351,0.279069767441861
"2761",182,"2014-wimbledon-2156",2014,"wimbledon",2156,"Jana Cepelova","Flavia Pennetta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,12,0.468085106382979,0.377358490566038,0.622641509433962,0.531914893617021
"2762",183,"2014-wimbledon-2157",2014,"wimbledon",2157,"Caroline Wozniacki","Shahar Peer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,78,0.648148148148148,0.549019607843137,0.450980392156863,0.351851851851852
"2763",184,"2014-wimbledon-2158",2014,"wimbledon",2158,"Naomi Broady","Timea Babos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,94,0.659574468085106,0.365853658536585,0.634146341463415,0.340425531914894
"2764",185,"2014-wimbledon-2159",2014,"wimbledon",2159,"Ana Konjuh","Marina Erakovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,66,0.597222222222222,0.511904761904762,0.488095238095238,0.402777777777778
"2765",186,"2014-wimbledon-2160",2014,"wimbledon",2160,"Yanina Wickmayer","Samantha Stosur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,17,0.686274509803922,0.411764705882353,0.588235294117647,0.313725490196078
"2766",187,"2014-wimbledon-2161",2014,"wimbledon",2161,"Elena Vesnina","P.Mayr-Achleitner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.675675675675676,0.607843137254902,0.392156862745098,0.324324324324324
"2767",188,"2014-wimbledon-2162",2014,"wimbledon",2162,"Alla Kudryavtseva","B.Zahlavova Strycova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461538461538462,0.358490566037736,0.641509433962264,0.538461538461538
"2768",189,"2014-wimbledon-2163",2014,"wimbledon",2163,"Vania King","Yvonne Meusburger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,38,0.4375,0.451219512195122,0.548780487804878,0.5625
"2769",190,"2014-wimbledon-2164",2014,"wimbledon",2164,"Paula Kania","Na Li",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,2,0.461538461538462,0.362068965517241,0.637931034482759,0.538461538461538
"2770",191,"2014-wimbledon-2201",2014,"wimbledon",2201,"Serena Williams","Chanelle Scheepers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,97,0.756756756756757,0.6,0.4,0.243243243243243
"2771",192,"2014-wimbledon-2202",2014,"wimbledon",2202,"Petra Cetkovska","Alize Cornet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,25,0.56043956043956,0.405405405405405,0.594594594594595,0.43956043956044
"2772",193,"2014-wimbledon-2203",2014,"wimbledon",2203,"Andrea Petkovic","Irina-Camelia Begu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662162162162162,0.449275362318841,0.550724637681159,0.337837837837838
"2773",194,"2014-wimbledon-2204",2014,"wimbledon",2204,"Silvia Soler-Espinosa","Eugenie Bouchard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421052631578947,0.347826086956522,0.652173913043478,0.578947368421053
"2774",195,"2014-wimbledon-2205",2014,"wimbledon",2205,"Angelique Kerber","Heather Watson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,70,0.545454545454545,0.535714285714286,0.464285714285714,0.454545454545455
"2775",196,"2014-wimbledon-2206",2014,"wimbledon",2206,"Lourdes Dominguez Lino","Kirsten Flipkens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,24,0.489795918367347,0.25,0.75,0.510204081632653
"2776",197,"2014-wimbledon-2207",2014,"wimbledon",2207,"Alison Riske","Camila Giorgi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,42,0.65,0.462962962962963,0.537037037037037,0.35
"2777",198,"2014-wimbledon-2208",2014,"wimbledon",2208,"Timea Bacsinszky","Maria Sharapova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,5,0.428571428571429,0.304347826086957,0.695652173913043,0.571428571428571
"2778",199,"2014-wimbledon-2209",2014,"wimbledon",2209,"Simona Halep","Lesia Tsurenko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,144,0.622222222222222,0.423913043478261,0.576086956521739,0.377777777777778
"2779",200,"2014-wimbledon-2210",2014,"wimbledon",2210,"Belinda Bencic","Victoria Duval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,115,0.593220338983051,0.540983606557377,0.459016393442623,0.406779661016949
"2780",201,"2014-wimbledon-2211",2014,"wimbledon",2211,"Donna Vekic","Vera Zvonareva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,561,0.5,0.424242424242424,0.575757575757576,0.5
"2781",202,"2014-wimbledon-2212",2014,"wimbledon",2212,"Zarina Diyas","Carla Suarez Navarro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,15,0.614035087719298,0.446808510638298,0.553191489361702,0.385964912280702
"2782",203,"2014-wimbledon-2213",2014,"wimbledon",2213,"Ana Ivanovic","Jie Zheng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,90,0.585365853658537,0.64,0.36,0.414634146341463
"2783",204,"2014-wimbledon-2214",2014,"wimbledon",2214,"Karolina Pliskova","Sabine Lisicki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,19,0.520547945205479,0.378787878787879,0.621212121212121,0.479452054794521
"2784",205,"2014-wimbledon-2215",2014,"wimbledon",2215,"Klara Koukalova","Madison Keys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,47,0.627450980392157,0.307692307692308,0.692307692307692,0.372549019607843
"2785",206,"2014-wimbledon-2216",2014,"wimbledon",2216,"Yaroslava Shvedova","Kaia Kanepi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,41,0.66304347826087,0.438202247191011,0.561797752808989,0.33695652173913
"2786",207,"2014-wimbledon-2217",2014,"wimbledon",2217,"Victoria Azarenka","Bojana Jovanovski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,45,0.637362637362637,0.407079646017699,0.592920353982301,0.362637362637363
"2787",208,"2014-wimbledon-2218",2014,"wimbledon",2218,"Tereza Smitkova","Coco Vandeweghe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,69,0.710526315789474,0.328125,0.671875,0.289473684210526
